"","id","product_uid","product_title","search_term","relevance","nameCluster","termCluster"
"4250",13356,102329,"RIDGID 3-Layer Pleated Paper Filter","Ridgid shop vac",1.67,2,1
"4251",13357,102329,"RIDGID 3-Layer Pleated Paper Filter","ridgid shop vac filters",3,2,1
"4252",13359,102329,"RIDGID 3-Layer Pleated Paper Filter","rigid shop vac filter",3,2,1
"4253",13366,102330,"Ekena Millwork 1/2 in. x 3-1/8 in. x 94-1/2 in. Polyurethane Emery Floral Chair Rail Moulding","chair rail moulding",3,2,1
"4254",13367,102331,"Rheem Performance 20 Gal. 6 Year 2000-Watt Single Element Electric Point-Of-Use Water Heater","120 gallon water heater propane",2,2,1
"4255",13372,102331,"Rheem Performance 20 Gal. 6 Year 2000-Watt Single Element Electric Point-Of-Use Water Heater","electric fireplacewater heaters",2.33,2,1
"4256",13377,102331,"Rheem Performance 20 Gal. 6 Year 2000-Watt Single Element Electric Point-Of-Use Water Heater","hot water heater electric burner",1.67,2,1
"4257",13378,102331,"Rheem Performance 20 Gal. 6 Year 2000-Watt Single Element Electric Point-Of-Use Water Heater","point of use electtric",2.67,2,1
"4258",13379,102332,"YARDGARD 2-3/8 in. x 2-3/8 in. x 8 ft. Galvanized Metal Corner Post","6x6 corner post connector",3,2,1
"4259",13381,102332,"YARDGARD 2-3/8 in. x 2-3/8 in. x 8 ft. Galvanized Metal Corner Post","chain link fence post support",1.67,2,2
"4260",13383,102332,"YARDGARD 2-3/8 in. x 2-3/8 in. x 8 ft. Galvanized Metal Corner Post","galvanized post",3,2,1
"4261",13391,102333,"Unger 8 ft. - 20 ft. Telescopic Pole Aluminum 3-Stage with Connect and Clean Locking Cone and PRO Locking Collar","gutter cleaning tools",2.67,2,1
"4262",13399,102334,"DEWALT 15 Amp 12 in. Double-Bevel Compound Miter Saw","dewalt table saw",3,2,1
"4263",13400,102334,"DEWALT 15 Amp 12 in. Double-Bevel Compound Miter Saw","miter saw sliding",2.33,2,1
"4264",13402,102335,"MARAZZI Travisano Trevi 3 in. x 12 in. Porcelain Bullnose Trim Floor and Wall Tile","bullnose tile",3,2,1
"4265",13407,102336,"House of Fara 3/4 in. x 2-3/4 in. x 96 in. Wood North America Knotty Pine Wainscot Chair Rail Moulding","chair rail moulding",1.67,2,1
"4266",13409,102336,"House of Fara 3/4 in. x 2-3/4 in. x 96 in. Wood North America Knotty Pine Wainscot Chair Rail Moulding","knotty beveled pine",2.33,2,1
"4267",13410,102336,"House of Fara 3/4 in. x 2-3/4 in. x 96 in. Wood North America Knotty Pine Wainscot Chair Rail Moulding","KNOTTY PINE CABINETS",2,2,1
"4268",13411,102336,"House of Fara 3/4 in. x 2-3/4 in. x 96 in. Wood North America Knotty Pine Wainscot Chair Rail Moulding","wainscot chair rail",3,2,1
"4269",13412,102336,"House of Fara 3/4 in. x 2-3/4 in. x 96 in. Wood North America Knotty Pine Wainscot Chair Rail Moulding","wood rail",2,2,1
"4270",13413,102337,"Handy Home Products Sequoia 12 ft. x 24 ft. Wood Storage Building Kit with Floor","wood sheds",3,2,1
"4271",13419,102339,"FibaTape Standard 1-7/8 in. x 500 ft. White Self-Adhesive Mesh Drywall Joint Tape FDW8662-U","drywall fire joint tape",2.67,2,1
"4272",13421,102339,"FibaTape Standard 1-7/8 in. x 500 ft. White Self-Adhesive Mesh Drywall Joint Tape FDW8662-U","drywall mudd",2.33,2,1
"4273",13425,102340,"Handy Home Products Somerset 10 ft. x 18 ft. Wood Storage Building Kit","handy home shed",2.67,2,1
"4274",13426,102340,"Handy Home Products Somerset 10 ft. x 18 ft. Wood Storage Building Kit","wood sheds",2,2,1
"4275",13429,102341,"Makita 15-Amp 12 in. Dual Slide Compound Miter Saw with Laser","compound sliding miter saw",3,2,1
"4276",13431,102341,"Makita 15-Amp 12 in. Dual Slide Compound Miter Saw with Laser","makita",3,2,1
"4277",13432,102341,"Makita 15-Amp 12 in. Dual Slide Compound Miter Saw with Laser","makita saw",3,2,1
"4278",13433,102341,"Makita 15-Amp 12 in. Dual Slide Compound Miter Saw with Laser","miter saw sliding",3,2,1
"4279",13434,102341,"Makita 15-Amp 12 in. Dual Slide Compound Miter Saw with Laser","miter saw with laser",3,2,1
"4280",13435,102341,"Makita 15-Amp 12 in. Dual Slide Compound Miter Saw with Laser","rADIAL ARM SAW",3,2,1
"4281",13436,102341,"Makita 15-Amp 12 in. Dual Slide Compound Miter Saw with Laser","slide compound miter saws",3,2,1
"4282",13439,102342,"JELD-WEN 72 in. x 80 in. Retro French Right-Hand Inswing 1 Lite Patio Door with Low-E Glass","french doors exterior",2.67,2,1
"4283",13440,102342,"JELD-WEN 72 in. x 80 in. Retro French Right-Hand Inswing 1 Lite Patio Door with Low-E Glass","glass french doors",3,2,1
"4284",13443,102342,"JELD-WEN 72 in. x 80 in. Retro French Right-Hand Inswing 1 Lite Patio Door with Low-E Glass","stell finished french patio door",2.33,2,1
"4285",13452,102344,"Racor Ladder Lift","pulley",1.67,3,1
"4286",13453,102344,"Racor Ladder Lift","scaffold ladder",2,3,1
"4287",13459,102347,"MOEN Banbury 2-Handle Mid-Arc Side Sprayer Kitchen Faucet in Chrome","ca87553 kitchen w/spray",2.67,2,1
"4288",13461,102347,"MOEN Banbury 2-Handle Mid-Arc Side Sprayer Kitchen Faucet in Chrome","kingsley moen kitchen faucet",2.33,2,1
"4289",13464,102347,"MOEN Banbury 2-Handle Mid-Arc Side Sprayer Kitchen Faucet in Chrome","kitchen sink faucet",2.67,2,1
"4290",13467,102347,"MOEN Banbury 2-Handle Mid-Arc Side Sprayer Kitchen Faucet in Chrome","moen kitchen",2.33,2,1
"4291",13469,102347,"MOEN Banbury 2-Handle Mid-Arc Side Sprayer Kitchen Faucet in Chrome","moen kitchen faucet brambury",2.33,2,1
"4292",13473,102348,"Owens Corning R-30 Kraft Faced Insulation Batts 16 in. x 48 in.","insulation roll",2.67,2,1
"4293",13479,102348,"Owens Corning R-30 Kraft Faced Insulation Batts 16 in. x 48 in.","r-30",2,2,1
"4294",13483,102349,"HomeRight Quick Painter 3 in. Pad Edge Painter","paint brushes",2.33,2,1
"4295",13484,102349,"HomeRight Quick Painter 3 in. Pad Edge Painter","paint sticks",2,2,1
"4296",13485,102350,"Everbilt 4 in. Satin Chrome 5/8 in. Radius Adjustable Spring Door Hinge","chrome door hinges",3,2,1
"4297",13490,102352,"70 CFM Ceiling Exhaust Fan with Light and 1300-Watt Heater","70 celing fan",2.67,2,1
"4298",13491,102352,"70 CFM Ceiling Exhaust Fan with Light and 1300-Watt Heater","bath exhaust",3,2,1
"4299",13495,102352,"70 CFM Ceiling Exhaust Fan with Light and 1300-Watt Heater","bathroom ceiling heater",2.67,2,1
"4300",13498,102352,"70 CFM Ceiling Exhaust Fan with Light and 1300-Watt Heater","ceiling vent fan",3,2,1
"4301",13503,102352,"70 CFM Ceiling Exhaust Fan with Light and 1300-Watt Heater","heater fan",2.33,2,1
"4302",13505,102352,"70 CFM Ceiling Exhaust Fan with Light and 1300-Watt Heater","premium exhaust fan for bathrooms",2,2,1
"4303",13507,102353,"3/4 in. White Nylon Rivets (50-Pack)","frp",2.33,4,1
"4304",13508,102353,"3/4 in. White Nylon Rivets (50-Pack)","nylon rivets",3,4,1
"4305",13512,102355,"American Craftsman 35-1/8 in. x 59-1/4 in. 50 Series Single Hung Fin Vinyl Window with Grilles - White","14*32 replacement window",2,2,1
"4306",13514,102355,"American Craftsman 35-1/8 in. x 59-1/4 in. 50 Series Single Hung Fin Vinyl Window with Grilles - White","anderson windows",2,2,1
"4307",13519,102356,"Makita 15 Amp 7 in. Corded Angle Grinder","7 inch grinder",3,2,1
"4308",13524,102358,"LEXAN 12 in. x 24 in. x .093 in. Clear Polycarbonate Sheet","acrylic",1.67,2,1
"4309",13527,102358,"LEXAN 12 in. x 24 in. x .093 in. Clear Polycarbonate Sheet","plexy glass 24 x 24",1.67,2,1
"4310",13528,102358,"LEXAN 12 in. x 24 in. x .093 in. Clear Polycarbonate Sheet","polycarbonate sheet roll",2.33,2,1
"4311",13529,102358,"LEXAN 12 in. x 24 in. x .093 in. Clear Polycarbonate Sheet","sheet plastic",2.67,2,1
"4312",13535,102360,"Hakwood 5/16 in. x 3-11/16 in. x 8 ft. Knotty Pine Beaded Planking (3-Pack per Box)","knotty beveled pine",2,2,1
"4313",13536,102360,"Hakwood 5/16 in. x 3-11/16 in. x 8 ft. Knotty Pine Beaded Planking (3-Pack per Box)","knotty pine tongue and groove",2.67,2,1
"4314",13537,102360,"Hakwood 5/16 in. x 3-11/16 in. x 8 ft. Knotty Pine Beaded Planking (3-Pack per Box)","pine beadboard",3,2,1
"4315",13538,102360,"Hakwood 5/16 in. x 3-11/16 in. x 8 ft. Knotty Pine Beaded Planking (3-Pack per Box)","tongue and groove",1.33,2,1
"4316",13542,102361,"3/4 in. Brass SWT x SWT Ball Valve Solder Full-Port","ball valve bleeding",2.33,1,1
"4317",13543,102362,"Cinco Plastic Express Christmas Tree Stand for Trees Up to 8 ft. Tall","c frame stand",1.67,2,1
"4318",13544,102362,"Cinco Plastic Express Christmas Tree Stand for Trees Up to 8 ft. Tall","christmas tree stand that spins",2.67,2,1
"4319",13547,102363,"48 in. x 72 in. Multiwall Hurricane Panel","Corrugated Metal",2.67,2,1
"4320",13552,102363,"48 in. x 72 in. Multiwall Hurricane Panel","plastice corrugated panels",2.33,2,1
"4321",13553,102363,"48 in. x 72 in. Multiwall Hurricane Panel","polycarbonate roofing panel",2.33,2,1
"4322",13555,102364,"FibaTape 150 ft. White Self-Adhesive Drywall Joint Tape FDW8247-U","dry wall mud stirrer",2.33,2,1
"4323",13556,102364,"FibaTape 150 ft. White Self-Adhesive Drywall Joint Tape FDW8247-U","drywall fire joint tape",2.33,2,1
"4324",13558,102364,"FibaTape 150 ft. White Self-Adhesive Drywall Joint Tape FDW8247-U","fireproof tape for sheetrock",2.33,2,1
"4325",13560,102364,"FibaTape 150 ft. White Self-Adhesive Drywall Joint Tape FDW8247-U","spackle tape",3,2,1
"4326",13578,102368,"RIDGID Wet/Dry Vacuum Filters for Select RIDGID Models (2-Pack)","shop vac filter",2.67,2,1
"4327",13580,102368,"RIDGID Wet/Dry Vacuum Filters for Select RIDGID Models (2-Pack)","shopvac filters",2.67,2,1
"4328",13583,102369,"3/4 in. Brass Ball Valve NPT Full-Port","3/4 vlve",3,1,1
"4329",13589,102370,"Crown Bolt 1-3/8 in. x 36 in. Zinc Steel Punched Flat Bar with 1/16 in. Thick","metal rod",2,1,1
"4330",13595,102371,"MS International Greecian White Hexagon 12 in. x 12 in. x 10 mm Polished Marble Mesh-Mounted Mosaic Tile","carrera marble",1.67,2,1
"4331",13596,102371,"MS International Greecian White Hexagon 12 in. x 12 in. x 10 mm Polished Marble Mesh-Mounted Mosaic Tile","floor marble tiles",2.67,2,1
"4332",13598,102371,"MS International Greecian White Hexagon 12 in. x 12 in. x 10 mm Polished Marble Mesh-Mounted Mosaic Tile","grecian white stone 12x12",2.33,2,1
"4333",13604,102371,"MS International Greecian White Hexagon 12 in. x 12 in. x 10 mm Polished Marble Mesh-Mounted Mosaic Tile","octagon floor tile",2.67,2,1
"4334",13606,102371,"MS International Greecian White Hexagon 12 in. x 12 in. x 10 mm Polished Marble Mesh-Mounted Mosaic Tile","tile backsplash",2,2,1
"4335",13612,102372,"Milwaukee 3/8 in. 1300 RPM Close Quarter Drill","right angle drill",2.67,1,1
"4336",13613,102373,"Intertape Polymer Group PT14 Pro Mask Blue 2.0 in. x 60 yds. Masking Tape (6-Pack)","intertape duct tape 3pk",1.67,2,1
"4337",13614,102373,"Intertape Polymer Group PT14 Pro Mask Blue 2.0 in. x 60 yds. Masking Tape (6-Pack)","masking tape",3,2,1
"4338",13615,102374,"3/4 in. x 3 in. x 6 ft. MDF Fluted Window Casing Set","door trim",2,2,1
"4339",13616,102374,"3/4 in. x 3 in. x 6 ft. MDF Fluted Window Casing Set","rams crown casing 0000-245-586",2,2,1
"4340",13618,102376,"Werner 16 ft. Aluminum Extension Ladder with 200 lb. Load Capacity Type III Duty Rating","16 aluminuim ladder",3,2,1
"4341",13621,102376,"Werner 16 ft. Aluminum Extension Ladder with 200 lb. Load Capacity Type III Duty Rating","35 ft. extension ladders",2,2,1
"4342",13627,102376,"Werner 16 ft. Aluminum Extension Ladder with 200 lb. Load Capacity Type III Duty Rating","werner ladder",3,2,1
"4343",13629,102377,"180 CFM Through-the-Wall Exhaust Fan","fan aeration for bathroom",2,2,1
"4344",13633,102377,"180 CFM Through-the-Wall Exhaust Fan","kitchen wall plastic vent",2.67,2,1
"4345",13635,102378,"Brinly-Hardy 50 lb. Capacity Push Broadcast Spreader","spreader",3,2,1
"4346",13637,102379,"Crown Bolt 1/8 in. x 50 ft. Gray Premium 550 Paracord","paracord 550",3,1,1
"4347",13643,102382,"Blue Wave 8-Year 25 ft. x 45 ft. Rectangular Navy Blue In Ground Winter Pool Cover","artifical ground cover",3,2,1
"4348",13644,102382,"Blue Wave 8-Year 25 ft. x 45 ft. Rectangular Navy Blue In Ground Winter Pool Cover","ground cover",2.33,2,1
"4349",13646,102383,"Honda 3000-Watt Super Quiet Gasoline Powered Wheeled Portable Inverter Generator with Eco-Throttle and Folding Handle Bar","honda generator",3,2,1
"4350",13656,102386,"9 ft. Wesley Mixed Spruce Artificial Garland with 100 Clear Lights","pre lit garland",2.67,2,1
"4351",13660,102388,"ECHO 10 in. Straight Shaft Gas Brush Cutter","ECHO WEED EATER",3,2,1
"4352",13662,102389,"interDesign EVA Shower Curtain Liner in Clear/Frost","shower curtain rod",2.67,2,1
"4353",13675,102392,"Rheem Performance Plus 40 Gal. Short 9 Year 38,000 BTU High Efficiency Natural Gas Water Heater","draining my water heater",2.67,2,1
"4354",13677,102392,"Rheem Performance Plus 40 Gal. Short 9 Year 38,000 BTU High Efficiency Natural Gas Water Heater","gas water radiator",1.67,2,1
"4355",13692,102393,"Rheem EcoSense 9.5 GPM Natural Gas High Efficiency Indoor Tankless Gas Water Heater","gas tankless water heater",2,2,1
"4356",13693,102393,"Rheem EcoSense 9.5 GPM Natural Gas High Efficiency Indoor Tankless Gas Water Heater","gas water radiator",1,2,1
"4357",13694,102393,"Rheem EcoSense 9.5 GPM Natural Gas High Efficiency Indoor Tankless Gas Water Heater","gas wayer heaters",2.33,2,1
"4358",13697,102393,"Rheem EcoSense 9.5 GPM Natural Gas High Efficiency Indoor Tankless Gas Water Heater","hot water tank gas",2,2,1
"4359",13703,102393,"Rheem EcoSense 9.5 GPM Natural Gas High Efficiency Indoor Tankless Gas Water Heater","rheem water heater gas",3,2,1
"4360",13705,102393,"Rheem EcoSense 9.5 GPM Natural Gas High Efficiency Indoor Tankless Gas Water Heater","tankless gas water heater",2.67,2,1
"4361",13708,102393,"Rheem EcoSense 9.5 GPM Natural Gas High Efficiency Indoor Tankless Gas Water Heater","tsnkless hot water heater",3,2,1
"4362",13709,102393,"Rheem EcoSense 9.5 GPM Natural Gas High Efficiency Indoor Tankless Gas Water Heater","water heater gas controlling unit",2.33,2,1
"4363",13711,102394,"LG Electronics 6.3 cu. ft. Single Oven Electric Range with Self-Cleaning Convection Oven in Stainless Steel","induction range",2,2,1
"4364",13713,102394,"LG Electronics 6.3 cu. ft. Single Oven Electric Range with Self-Cleaning Convection Oven in Stainless Steel","lg elec laundry suite",1.67,2,1
"4365",13714,102394,"LG Electronics 6.3 cu. ft. Single Oven Electric Range with Self-Cleaning Convection Oven in Stainless Steel","lg stoves",2.67,2,1
"4366",13715,102394,"LG Electronics 6.3 cu. ft. Single Oven Electric Range with Self-Cleaning Convection Oven in Stainless Steel","microwave convection oven",1.33,2,1
"4367",13716,102394,"LG Electronics 6.3 cu. ft. Single Oven Electric Range with Self-Cleaning Convection Oven in Stainless Steel","range top",3,2,1
"4368",13721,102394,"LG Electronics 6.3 cu. ft. Single Oven Electric Range with Self-Cleaning Convection Oven in Stainless Steel","single oven gas range with self-cleaning convection oven in",2.67,2,2
"4369",13723,102394,"LG Electronics 6.3 cu. ft. Single Oven Electric Range with Self-Cleaning Convection Oven in Stainless Steel","stainless steel electric range and microwave",2.33,2,2
"4370",13730,102396,"SAUDER Shoal Creek Collection Jamocha Wood 53 in. Entertainment Credenza","entertainment stand",2.33,1,1
"4371",13733,102397,"Backyard X-Scapes 1 in. D x 6 ft. H x 8 ft. W Natural Rolled Bamboo Fence","6 bamboo",2.33,2,1
"4372",13734,102397,"Backyard X-Scapes 1 in. D x 6 ft. H x 8 ft. W Natural Rolled Bamboo Fence","bamboo",3,2,1
"4373",13737,102397,"Backyard X-Scapes 1 in. D x 6 ft. H x 8 ft. W Natural Rolled Bamboo Fence","outdoor privacy panels",3,2,1
"4374",13738,102397,"Backyard X-Scapes 1 in. D x 6 ft. H x 8 ft. W Natural Rolled Bamboo Fence","outdoor screem",2,2,1
"4375",13741,102398,"Westinghouse 4-3/4 in. Milky Scavo Bell with 2-1/4 in. Fitter and 5-3/8 in. Width","replacement glass shade",3,2,1
"4376",13743,102399,"Oz-Post T4-600 4 in. Square Fence Post","4 x 4 posts",2.33,1,1
"4377",13744,102399,"Oz-Post T4-600 4 in. Square Fence Post","4x4 anchors",1.67,1,1
"4378",13745,102399,"Oz-Post T4-600 4 in. Square Fence Post","6x6 square fence",2,1,1
"4379",13747,102399,"Oz-Post T4-600 4 in. Square Fence Post","post anchor",2.67,1,1
"4380",13748,102400,"Scotts 14 in. Reel Mower","push mower",3,2,1
"4381",13749,102400,"Scotts 14 in. Reel Mower","Reel lawn mower",3,2,1
"4382",13750,102401,"MOEN Banbury Towel Ring in Spot Resist Brushed Nickel","banbury",3,1,1
"4383",13753,102401,"MOEN Banbury Towel Ring in Spot Resist Brushed Nickel","brushed nickel bath towel ring",3,1,1
"4384",13756,102402,"Rubbermaid Zinc Shelf Support Clips (12-Pack)","magnetic shelf support",2,1,1
"4385",13757,102402,"Rubbermaid Zinc Shelf Support Clips (12-Pack)","metal installation supports",2.67,1,1
"4386",13758,102402,"Rubbermaid Zinc Shelf Support Clips (12-Pack)","shelf bracket",2,1,1
"4387",13759,102402,"Rubbermaid Zinc Shelf Support Clips (12-Pack)","shelf track",2,1,1
"4388",13764,102403,"GE 15.5 cu. ft. Top Freezer Refrigerator in Stainless Steel","ge refrigerator 14.5",2.67,2,1
"4389",13767,102403,"GE 15.5 cu. ft. Top Freezer Refrigerator in Stainless Steel","refrigerator freezer stainless steel",2.33,2,1
"4390",13771,102403,"GE 15.5 cu. ft. Top Freezer Refrigerator in Stainless Steel","top freezer refrigerator 18.7 cu ft",2.33,2,1
"4391",13776,102405,"Electrolux IQ-Touch 5.8 cu. ft. Electric Range with Self-Cleaning Convection Oven in Stainless Steel","induction range",2.33,2,1
"4392",13778,102406,"2-1/2 ft. x 8 ft. Corrugated UT-Gauge Galvanized Steel Roof Panel","Corrugated Metal",2.67,2,1
"4393",13783,102406,"2-1/2 ft. x 8 ft. Corrugated UT-Gauge Galvanized Steel Roof Panel","corrugated tin",3,2,1
"4394",13785,102406,"2-1/2 ft. x 8 ft. Corrugated UT-Gauge Galvanized Steel Roof Panel","metal panels",2.33,2,1
"4395",13787,102406,"2-1/2 ft. x 8 ft. Corrugated UT-Gauge Galvanized Steel Roof Panel","steel panels",2.67,2,1
"4396",13791,102407,"Merola Tile Attica Gris 17-3/4 in. x 17-3/4 in. Ceramic Floor and Wall Tile (13.86 sq. ft. / case)","bath wall tile chanpayne",2.33,2,1
"4397",13797,102407,"Merola Tile Attica Gris 17-3/4 in. x 17-3/4 in. Ceramic Floor and Wall Tile (13.86 sq. ft. / case)","ceramic tile floors",2.67,2,1
"4398",13800,102407,"Merola Tile Attica Gris 17-3/4 in. x 17-3/4 in. Ceramic Floor and Wall Tile (13.86 sq. ft. / case)","outdoor tilees",3,2,1
"4399",13801,102407,"Merola Tile Attica Gris 17-3/4 in. x 17-3/4 in. Ceramic Floor and Wall Tile (13.86 sq. ft. / case)","shower floor tile",2.33,2,1
"4400",13803,102407,"Merola Tile Attica Gris 17-3/4 in. x 17-3/4 in. Ceramic Floor and Wall Tile (13.86 sq. ft. / case)","tiles floor",2.67,2,1
"4401",13804,102407,"Merola Tile Attica Gris 17-3/4 in. x 17-3/4 in. Ceramic Floor and Wall Tile (13.86 sq. ft. / case)","Wall Tile for bathroom",1.67,2,1
"4402",13806,102408,"DEWALT 20-Volt MAX Lithium-Ion Cordless Combo Kit with Tough Case (3-Tool)","20v dewalt kombo",3,2,1
"4403",13814,102409,"Master Lock TSA-Accepted Luggage Lock with Flexible Cable","swiss luggage lock",2.67,2,1
"4404",13818,102411,"KOHLER Memoirs Stately Comfort Height 2-piece 1.28 GPF Elongated Toilet with AquaPiston Flush Technology in White","memoirs pedestal",2.33,2,1
"4405",13821,102412,"Hampton Bay 8 ft. Tempo Laminate Countertop in Tumbled Roca","forimca",1.33,3,1
"4406",13823,102412,"Hampton Bay 8 ft. Tempo Laminate Countertop in Tumbled Roca","formica tops",3,3,1
"4407",13826,102412,"Hampton Bay 8 ft. Tempo Laminate Countertop in Tumbled Roca","laminate counter tops",3,3,1
"4408",13827,102412,"Hampton Bay 8 ft. Tempo Laminate Countertop in Tumbled Roca","laminate sticker for counter tops",2.67,3,1
"4409",13828,102412,"Hampton Bay 8 ft. Tempo Laminate Countertop in Tumbled Roca","laminated",2.67,3,1
"4410",13830,102413,"New York Wire .125 in. x 25 ft. Gray Spline FSP8537-U","window screen",1,2,1
